name,year
Mahindra Bolero 2011-2019 ZLX,2013
Hyundai i10 Sportz,2014
Maruti Alto 800 LX,2014
Maruti Wagon R LXI Minor,2010
Hyundai Santro Xing XS eRLX Euro III,2005
Maruti Wagon R LXI Minor,2009
Tata Safari Storme VX Varicor 400,2019
Maruti Ertiga VDI,2015
Tata Nano Lx BSIV,2010
Maruti Omni E 8 Str STD,2016
Maruti Omni E 8 Str STD,2016
Tata Indica V2 eXeta GLS,2006
Chevrolet Beat Diesel LT,2012
Chevrolet Spark 1.0 LT,2011
Maruti 800 Std BSIII,2004
Maruti 800 AC,2002
Maruti Alto LXi BSIII,2007
Hyundai Santro Xing XG,2005
Mahindra Ssangyong Rexton RX7,2013
Maruti Wagon R LXI BS IV,2010
Maruti Omni E 8 Str STD,2005
Maruti Omni 8 Seater BSIV,2008
Maruti Omni LPG STD BSIV,2008
Mahindra XUV500 AT W6 2WD,2016
Maruti Ertiga SHVS VDI,2016
Renault KWID 1.0 RXT Optional,2017
Ford Classic 1.6 Duratec Titanium,2014
Mahindra Quanto C6,2013
Mahindra Scorpio S10 7 Seater,2015
Maruti Swift VXI with ABS,2009
Maruti Alto LX,2007
Mahindra Bolero Power Plus SLE,2017
Maruti Alto K10 VXI,2015
Maruti Alto 800 LXI,2017
Toyota Innova 2.5 VX 8 STR BSIV,2012
Chevrolet Aveo U-VA 1.2,2007
Tata Safari Storme EX,2017
Maruti Wagon R LXI CNG,2016
Hyundai i20 1.2 Magna Executive,2018
Mahindra Scorpio 1.99 S6 Plus,2015
Hyundai Santro Xing GLS LPG,2010
Maruti Swift Dzire VDi,2009
Hyundai i10 Magna,2010
Maruti Alto LXi,2010
Ford Endeavour 3.0L 4X2 AT,2012
Maruti Swift VDI BSIV,2014
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015
Hyundai Grand i10 Sportz,2017
Renault Duster 85PS Diesel RxL,2014
Maruti Swift VDI,2013
Maruti Swift VDI,2013
Hyundai Santro Xing Base,2005
Maruti Zen LX,2002
Maruti Ritz LDi,2016
Honda City 1.5 GXI CVT,2005
Maruti Swift VDI BSIV,2014
Maruti Celerio ZXI,2014
Hyundai Grand i10 Magna,2016
Hyundai i20 1.2 Asta Dual Tone,2018
Chevrolet Beat Diesel,2012
Maruti Alto K10 2010-2014 VXI,2012
Maruti Alto LXi BSIII,2008
Hyundai Grand i10 CRDi Asta,2014
Maruti Alto LXi,2006
Maruti Alto K10 VXI Optional,2019
Hyundai Verna 1.6 CRDI,2014
Datsun RediGO T Option,2017
Hyundai Grand i10 Magna,2014
Ford Figo Diesel EXI,2010
Maruti Wagon R LXI CNG,2018
Hyundai Grand i10 1.2 Kappa Asta,2017
Maruti Ertiga VDI,2012
Maruti Swift Dzire VDI,2017
Renault KWID Climber 1.0 MT,2018
Maruti Wagon R LXI LPG BSIV,2010
Maruti Swift Dzire VDI,2015
Maruti Swift Dzire VDI,2015
Maruti Wagon R LXI,2004
Renault Duster 85PS Diesel RxL Optional,2013
Hyundai EON Era Plus,2015
Hyundai Grand i10 Sportz,2015
Maruti Eeco CNG 5 Seater AC BSIV,2019
Toyota Etios Cross 1.4L GD,2014
Maruti Wagon R LXI CNG,2018
Maruti Ritz VXi (ABS) BS IV,2011
Hyundai Santro Magna AMT BSIV,2019
Maruti Eeco 7 Seater Standard BSIV,2018
Toyota Etios Diesel TRD Sportivo,2012
Fiat Grande Punto EVO 1.3 Active,2014
Renault Fluence 1.5,2013
Honda City VX CVT,2019
Honda Amaze VX i-DTEC,2018
Toyota Corolla AE,2004
Toyota Fortuner 4x4 MT,2014
Hyundai Santro Sportz BSIV,2018
Mahindra XUV500 W4,2018
Chevrolet Beat LT,2016
Mahindra Scorpio Intelli Hybrid S10,2016
Maruti Swift VDI,2012
Chevrolet Optra Magnum 2.0 LT,2012
Maruti Ritz VDi,2013
Toyota Corolla Altis Diesel D4DG,2012
Maruti Alto K10 2010-2014 VXI,2012
Maruti Alto LXi,2009
Chevrolet Beat Diesel LT,2012
Tata Indica Vista Quadrajet LS,2012
Tata Indica Vista Quadrajet LS,2012
Maruti Swift VDI BSIV,2011
Renault Duster 85PS Diesel RxL Plus,2015
Hyundai Grand i10 1.2 Kappa Sportz Option,2017
Toyota Etios Liva VD,2015
Honda City i DTEC SV,2014
Mahindra XUV500 W4,2014
Honda City i DTEC SV,2014
Chevrolet Spark 1.0 PS,2010
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009
Maruti SX4 ZXI MT BSIV Leather,2010
Tata Xenon XT EX 4X4,2015
Mahindra KUV 100 mFALCON G80 K8,2016
Tata Indica Vista Terra 1.4 TDI,2010
Hyundai Verna 1.6 VGT CRDi,2011
Chevrolet Beat LS,2010
Tata Manza Aura (ABS) Quadrajet BS IV,2012
Maruti Alto K10 2010-2014 VXI,2011
Maruti Alto 800 LXI,2017
Renault KWID RXL,2019
Mahindra Bolero Power Plus ZLX,2019
Datsun RediGO T Option,2016
Maruti Alto K10 VXI,2017
Maruti Wagon R LXI CNG,2013
Maruti Swift Dzire VXI 1.2 BS IV,2018
Maruti Swift Dzire VDI,2017
Maruti Alto K10 VXI AGS,2019
Chevrolet Beat Diesel LT,2014
Hyundai Verna VTVT 1.6 AT SX Option,2019
Maruti Wagon R Duo Lxi,2011
Maruti Swift VDI Optional,2015
Mahindra XUV500 W8 2WD,2015
Mahindra Bolero Power Plus ZLX,2017
Hyundai Xcent 1.2 Kappa SX Option,2014
Hyundai Verna 1.4 CRDi,2015
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014
Toyota Innova 2.5 G2,2005
Hyundai Elantra CRDi SX,2015
Maruti Wagon R Duo Lxi,2010
Maruti Vitara Brezza VDi Option,2016
Nissan Sunny Diesel XV,2012
Honda Civic 1.8 S AT,2007
Toyota Innova 2.5 VX 8 STR,2012
Mahindra Thar CRDe AC,2014
Hyundai Grand i10 CRDi Sportz,2015
Honda Amaze S i-Vtech,2015
Datsun GO T Option BSIV,2015
Chevrolet Sail 1.2 LS ABS,2014
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017
Chevrolet Sail Hatchback LT ABS,2013
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018
Honda City i-DTEC VX,2018
Hyundai EON 1.0 Era Plus,2018
Hyundai Santro Era,2019
Hyundai i10 Magna,2012
Hyundai Grand i10 1.2 CRDi Sportz Option,2017
Maruti Swift VDI,2013
Volkswagen Vento Diesel Highline,2012
Hyundai Verna 1.6 CRDi EX MT,2013
Maruti Wagon R LXI,2003
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016
Hyundai Verna 1.4 CRDi,2014
Ford Fiesta EXi 1.4 TDCi Ltd,2011
Hyundai Santro Xing GLS CNG,2011
Hyundai Verna 1.6 SX,2012
Chevrolet Spark 1.0 LT,2007
Tata Indica V2 DL BSIII,2007
Toyota Etios GD,2015
Maruti Wagon R LXI CNG,2011
Mahindra XUV500 W9 BSIV,2019
Hyundai Grand i10 Sportz,2015
Fiat Grande Punto 1.4 Emotion,2009
Toyota Innova Crysta 2.7 GX AT 8 STR,2020
Maruti Alto 800 LXI,2013
Maruti Baleno Delta 1.2,2018
Maruti Alto K10 VXI,2017
Maruti Swift Dzire VDI Optional,2015
Force One SX ABS 7 Seating,2018
Tata Indigo CS eVX,2012
Chevrolet Beat LT,2011
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Hyundai Santro Xing GLS,2011
Tata Indigo CS eLX BS IV,2010
Maruti Celerio ZXI AT,2016
Maruti Swift AMT VXI,2018
Tata Indigo LS,2009
Renault KWID RXL,2018
Hyundai Grand i10 Sportz,2020
Maruti SX4 Vxi BSIV,2011
Toyota Fortuner 4x2 AT,2015
Hyundai Xcent 1.1 CRDi SX,2016
Ford Fiesta Classic 1.4 Duratorq CLXI,2014
Mahindra Scorpio 1.99 S4,2015
Mahindra Scorpio S2 7 Seater,2017
Maruti SX4 ZDI Leather,2012
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Toyota Etios GD,2012
Honda Mobilio RS i DTEC,2015
Tata Safari Storme VX,2015
Mahindra Scorpio VLX AT AIRBAG BSIV,2010
Mahindra Xylo D2,2011
Hyundai i20 Active 1.2 SX,2015
Hyundai Creta 1.4 CRDi S,2019
Maruti Swift Dzire VDI,2014
Maruti Eeco 5 Seater AC BSIV,2020
Maruti Alto 800 LXI Anniversary Edition,2013
Maruti Swift Dzire VDI,2018
Maruti Alto 800 LXI Airbag,2013
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013
Maruti Alto 800 LXI,2016
Hyundai i10 Era,2008
Maruti Ciaz 1.4 Alpha,2018
Mahindra Bolero 2011-2019 SLE,2019
Maruti Alto 800 VXI,2017
Mahindra Bolero Power Plus SLX,2017
Hyundai EON Sportz,2017
Toyota Fortuner 4x2 AT,2015
Hyundai Grand i10 Asta Option,2016
Mercedes-Benz GLA Class 200 D Sport Edition,2017
Mercedes-Benz M-Class ML 350 CDI,2013
Ford Fiesta Classic 1.6 SXI Duratec,2008
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007
BMW 3 Series 320d Highline,2009
Volkswagen Vento Diesel Highline,2011
Maruti Ertiga BSIV LXI,2017
Maruti Baleno Delta 1.2,2017
Maruti Alto K10 VXI,2016
Mahindra XUV500 AT W6 1.99 mHawk,2016
Hyundai i20 2015-2017 Sportz Option 1.2,2015
Maruti Alto 800 Base,2014
Hyundai Creta 1.6 CRDi AT SX Plus,2015
Maruti Baleno Alpha,2019
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019
Ford Fiesta 1.6 SXI ABS Duratec,2006
Maruti Baleno Alpha 1.2,2018
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2015
BMW 7 Series 730Ld,2007
Chevrolet Spark 1.0 LS,2010
Maruti Alto 800 Base,2016
Hyundai Santro Xing (Non-AC),2013
Toyota Qualis GS G1,2002
Hyundai i20 2015-2017 Sportz 1.2,2017
Hyundai i20 Active 1.4 SX,2017
Mahindra TUV 300 T8 AMT,2017
Maruti Eeco CNG 5 Seater AC BSIV,2017
Toyota Corolla Altis Diesel D4DG,2012
Hyundai i10 Magna 1.1L,2012
Maruti Ertiga VDI,2013
Maruti Ertiga ZDI,2014
Mahindra TUV 300 T6 Plus,2016
Hyundai Grand i10 Magna,2016
Maruti Wagon R LX,2005
Tata Indica Vista TDI LS,2012
Honda Amaze S i-Dtech,2015
Maruti Zen Estilo LXI Green (CNG),2011
Tata Zest Quadrajet 1.3 XMS,2014
Skoda Rapid 1.6 MPI Ambition,2013
Datsun GO Plus T Option BSIV,2016
Hyundai Xcent 1.2 CRDi SX Option,2017
Maruti Swift Dzire VDI,2017
Maruti Swift Dzire VDi,2012
Maruti Ertiga SHVS ZDI Plus,2016
Maruti Swift VDI,2012
Maruti Dzire LXI,2020
Maruti Swift VXI,2013
Honda Amaze VX Diesel BSIV,2018
Hyundai i10 Magna 1.1L,2017
Hyundai Santro Xing GLS,2008
Hyundai Santro Xing GLS,2010
Maruti Vitara Brezza VDi AMT,2019
Maruti Baleno Delta 1.3,2018
Maruti Alto K10 VXI,2016
Tata Indica V2 Emax CNG GLX,2015
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019
Maruti Ertiga VDI,2013
Maruti 800 EX,2004
Maruti Alto 800 LXI,2012
Hyundai EON Magna Plus,2013
Hyundai i10 Magna 1.1L,2014
Hyundai Verna 1.6 VTVT S,2015
Maruti Alto 800 LXI,2014
Maruti Wagon R LXI CNG,2018
Hyundai Grand i10 Sportz,2014
Mahindra Xylo D4 BSIV,2012
Tata Nano Cx,2009
Mahindra Bolero 2011-2019 EX AC,2017
Ford Classic 1.6 Duratec Titanium,2013
Maruti Alto K10 VXI,2014
Tata Indigo CS LX (TDI) BS-III,2014
Hyundai EON Era Plus,2017
Maruti Alto LXi,2009
Hyundai Verna 1.6 SX,2011
Tata New Safari DICOR 2.2 VX 4x2,2010
Tata Tiago 1.2 Revotron XT,2017
Mahindra Bolero 2011-2019 SLE BSIII,2015
Mahindra Xylo H9,2015
Mahindra Xylo E8 ABS Airbag BSIV,2012
Maruti Wagon R LXI Minor,2008
Maruti 800 AC,2008
Maruti Alto LXi BSIII,2008
Tata Indica Vista TDI LS,2015
Ford Figo Diesel ZXI,2012
Hyundai i20 1.2 Spotz,2017
Tata Indigo LX,2009
Honda Mobilio RS Option i DTEC,2015
Maruti Swift VDI BSIV,2015
Hyundai i20 Magna,2013
Maruti Swift VXI with ABS,2007
Mahindra Xylo D2 BS IV,2010
Jeep Compass 2.0 Limited Option,2017
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017
Hyundai Grand i10 1.2 Kappa Sportz Option,2018
Maruti Swift VXI Deca,2016
Renault KWID RXL,2016
Maruti Ciaz 1.3 Alpha,2017
Honda WR-V i-VTEC VX,2017
Renault Duster 85PS Diesel RxL Explore,2016
Maruti Ertiga SHVS VDI,2015
Honda City 2017-2020 EXi,2008
Toyota Innova 2.5 V Diesel 7-seater,2007
Maruti Alto LX,2011
Tata Indica V2 LSi,2012
Chevrolet Beat LT,2011
Renault KWID RXT Optional,2016
Maruti Omni E MPI STD BS IV,2018
Hyundai Xcent 1.2 Kappa S,2015
Honda Amaze S Option i-DTEC,2018
Maruti Ignis 1.2 Zeta BSIV,2018
Mahindra Bolero Power Plus SLE,2017
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2012
Maruti Swift Dzire VDI,2017
Renault Duster Adventure Edition RXZ AWD,2016
Maruti 800 Std,2001
Ford Figo Aspire 1.5 TDCi Titanium Opt,2017
Maruti Ritz VDi,2009
Tata Indigo LS,2007
Maruti Ertiga ZDI Plus,2017
Toyota Fortuner 4x2 AT,2015
Maruti Vitara Brezza ZDi,2018
Maruti Ciaz ZDi Plus SHVS,2016
Jaguar XF 3.0 Litre S Premium Luxury,2014
BMW X1 sDrive 20d Sportline,2018
Audi Q3 35 TDI Quattro Premium Plus,2018
BMW 5 Series 520d Sport Line,2018
Chevrolet Sail 1.3 LS,2013
Honda Amaze S Diesel,2013
Jeep Compass 1.4 Limited,2019
Honda BRV i-VTEC V CVT,2017
Volkswagen Vento 1.5 TDI Comfortline,2015
Maruti Ertiga VDI,2015
Maruti Celerio VXi AMT,2019
Tata Indigo CS LS (TDI) BS-III,2014
Toyota Innova 2.5 G (Diesel) 8 Seater,2014
Ford Endeavour 2.5L 4X2,2013
Volvo S60 D4 SUMMUM,2016
Hyundai Creta 1.6 CRDi AT SX Plus,2015
Hyundai Verna CRDi 1.6 SX Option,2017
Renault Duster 85PS Diesel RxL Optional,2013
Maruti Swift Dzire VDI,2013
Mahindra Scorpio Intelli Hybrid S10 4WD,2017
Mahindra Bolero 2011-2019 ZLX,2016
Tata Nano Twist XT,2015
Maruti Ritz VXI,2010
Maruti Ritz ZXi,2012
Hyundai Santro Xing XG AT,2004
Hyundai Elantra GT,2006
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016
Fiat Linea Classic 1.3 Multijet,2014
Volkswagen Polo Diesel Highline 1.2L,2011
Ford Figo Diesel ZXI,2014
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018
Mahindra XUV500 W6 2WD,2014
Maruti Ritz LDi,2016
Hyundai i20 1.4 CRDi Sportz,2011
Mahindra Renault Logan 1.5 DLE Diesel,2009
Hyundai Elantra GLS,2006
Honda Amaze VX i-DTEC,2013
Maruti Alto 800 LXI,2018
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Toyota Fortuner 3.0 Diesel,2010
Jeep Compass 2.0 Limited 4X4,2017
Mahindra Jeep MM 550 XDB,2005
Maruti Swift Dzire AMT VXI,2018
Maruti Swift Dzire ZDI,2017
Mahindra Xylo E4,2011
Hyundai EON Era Plus,2014
Tata Indica Vista Aqua 1.4 TDI,2010
Ford Fiesta 1.4 SXi TDCi,2009
Maruti Swift VXI Windsong Limited edition,2015
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015
Volvo V40 Cross Country D3,2013
Volkswagen Vento Diesel Highline,2013
Mahindra XUV500 W6 2WD,2014
Hyundai i20 Asta 1.4 CRDi,2014
Ford Ikon 1.6 EXi NXt,2003
Toyota Fortuner 2.8 2WD MT BSIV,2018
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015
Maruti Alto 800 LXI,2017
Hyundai Grand i10 1.2 CRDi Asta,2018
Maruti A-Star Vxi,2012
Maruti 800 AC,2000
Mahindra Logan Diesel 1.5 DLS,2011
Maruti Alto K10 LX,2015
Maruti Ertiga SHVS ZDI Plus,2016
Maruti Ciaz ZDi,2015
Maruti Baleno Alpha 1.3,2017
Nissan Sunny XV D,2017
Tata Tigor 1.2 Revotron XT,2018
Chevrolet Optra Magnum 2.0 LS,2011
Honda Amaze VX i-DTEC,2014
Hyundai Verna CRDi 1.4 EX,2019
Honda City 1.5 S MT,2009
Mitsubishi Lancer 2.0 L Diesel LX,2008
Maruti Celerio X ZXI Option BSIV,2017
Maruti Vitara Brezza LDi Option,2017
Volkswagen Vento Diesel Highline,2012
Hyundai i20 Magna 1.4 CRDi (Diesel),2013
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012
Hyundai i20 Magna 1.4 CRDi (Diesel),2013
Maruti Swift VDI,2013
Maruti Alto LXi,2011
Tata Safari Storme EX,2015
Maruti Vitara Brezza ZDi Plus Dual Tone,2017
Maruti Vitara Brezza VDi,2018
Hyundai i20 1.2 Spotz,2018
Honda Jazz 1.2 VX i VTEC,2016
Honda BR-V i-VTEC S MT,2017
Hyundai Verna S,2012
Ford EcoSport 1.5 Diesel Trend BSIV,2014
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015
Maruti Alto 800 LXI,2013
Mahindra XUV500 W11 Option BSIV,2018
Mahindra XUV500 AT W10 FWD,2015
Honda City i DTEC VX,2014
Ford Figo Aspire 1.5 TDCi Trend,2018
Hyundai Xcent 1.2 Kappa S,2014
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012
Maruti Swift Dzire Tour LDI,2018
Ford Figo Diesel EXI Option,2010
Maruti Baleno Zeta Automatic,2019
Hyundai EON 1.0 Kappa Magna Plus,2014
Hyundai Santro Xing GLS,2007
Mahindra Scorpio M2DI,2011
Maruti Swift LXI,2019
Mahindra Bolero 2011-2019 ZLX BSIII,2014
Mercedes-Benz B Class B180 Sports,2014
Chevrolet Enjoy TCDi LS 8 Seater,2014
Maruti Alto K10 VXI,2018
Hyundai Creta 1.4 E Plus,2019
Maruti Swift Dzire ZDI,2015
Maruti Swift LXI,2011
BMW X7 xDrive 30d DPE,2020
Maruti Eeco 5 Seater AC BSIV,2017
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019
Maruti Swift Dzire VXI,2012
Toyota Etios GD,2012
Toyota Innova Crysta 2.4 VX MT BSIV,2016
Maruti Swift Dzire LDI,2013
Honda City V MT,2013
Tata Tiago 1.2 Revotron XT,2018
Maruti Vitara Brezza ZDi Plus,2019
Mahindra Bolero DI,2005
Honda Jazz VX CVT,2019
Skoda Superb Elegance 1.8 TSI AT,2013
Maruti Swift VDI,2013
Tata Indica Vista Aqua TDI BSIII,2011
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008
Hyundai Xcent 1.2 Kappa SX Option,2015
Hyundai Grand i10 Sportz,2015
Maruti SX4 Celebration Diesel,2011
Hyundai Grand i10 1.2 Kappa Asta,2018
Ford EcoSport 1.5 TDCi Titanium BSIV,2014
Toyota Premio Base,2004
Mahindra Quanto C6,2013
Mahindra Thar DI 4X4 PS,2016
Skoda Fabia 1.2 TDI Ambition Plus,2012
Maruti Swift AMT VXI,2020
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019
Ford Fiesta 1.6 ZXi ABS,2010
Maruti Swift VXI,2019
Maruti Swift Dzire VXI,2016
Renault KWID 1.0 RXL,2018
Ford Figo 1.2P Titanium MT,2017
Mahindra XUV500 W5 BSIV,2018
Hyundai Xcent 1.2 Kappa S Option,2014
Maruti Alto LXi,2006
Volkswagen Polo Petrol Comfortline 1.2L,2011
Honda City 1.5 E MT,2009
Toyota Fortuner 3.0 Diesel,2011
Hyundai i20 Asta 1.2,2015
Toyota Innova 2.5 G (Diesel) 7 Seater,2014
Mahindra Bolero Power Plus ZLX,2017
Hyundai Creta 1.6 CRDi SX Option,2017
Maruti Ertiga VDI,2014
Toyota Innova 2.5 E Diesel MS 7-seater,2010
Renault KWID RXT,2016
Mahindra Scorpio S2 7 Seater,2014
Tata Zest Quadrajet 1.3 75PS XE,2015
Volkswagen Vento Petrol Highline,2012
Ford Figo Petrol ZXI,2010
Maruti Swift VXI,2019
Hyundai EON Magna Plus,2012
Honda Jazz 1.5 E i DTEC,2016
Tata Tiago 1.2 Revotron XT,2019
Tata Tiago 1.2 Revotron XT,2018
Nissan Micra Active XL Petrol,2014
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017
Maruti Swift Dzire VXi,2008
Hyundai Santro Xing Base,2006
Fiat Grande Punto 1.3 Dynamic (Diesel),2013
Maruti Ritz LDi,2011
Maruti Swift Dzire 1.2 Vxi BSIV,2010
Mahindra Bolero DI,2005
Maruti Swift Dzire VDI,2014
Hyundai i20 1.4 CRDi Asta,2012
Renault KWID RXL,2019
Maruti Alto LXi,2010
Maruti Ritz VDi,2010
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017
Maruti Swift Dzire VDI,2014
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016
Tata Indica Vista TDI LX,2011
Tata Indica Vista TDI LX,2011
Hyundai Santro Xing GLS LPG,2010
Maruti Alto LX,2011
Hyundai i20 1.2 Asta Option,2017
Hyundai i20 1.2 Asta Option,2017
Hyundai Grand i10 1.2 Kappa Magna AT,2019
Hyundai Santro Era,2019
Hyundai i20 Asta,2009
Chevrolet Beat Diesel LT,2013
Maruti Alto LXi,2012
Maruti Alto LX BSIII,2007
Hyundai Verna CRDi,2007
Maruti Zen Estilo 1.1 LX BSIII,2009
Maruti Alto LXi,2009
Maruti Swift ZDI Plus,2018
Mahindra Bolero 2011-2019 SLE BSIII,2014
Maruti Wagon R AX Minor,2007
Honda City 2017-2020 EXi,2008
Maruti Swift Dzire LDI,2016
Hyundai i20 2015-2017 Sportz 1.2,2017
Hyundai i20 1.2 Spotz,2017
Hyundai i10 Magna 1.2 iTech SE,2010
Maruti Ritz VDi,2009
Maruti Wagon R LX Minor,2007
Hyundai i10 Magna 1.2 iTech SE,2011
Hyundai Verna 1.6 VTVT AT SX,2017
Datsun GO A EPS,2016
Maruti Swift Dzire ZDI,2018
Datsun RediGO 1.0 S,2018
Volkswagen Ameo 1.5 TDI Comfortline,2017
Mahindra Bolero 2011-2019 SLX,2017
Mahindra Bolero 2011-2019 SLX,2017
Mahindra Bolero 2011-2019 SLE BSIII,2016
Hyundai i10 Sportz 1.1L LPG,2015
Tata Safari DICOR 2.2 EX 4x2,2015
Maruti Swift VDI,2013
Maruti Ritz VDi,2012
Maruti 800 DX,1998
Toyota Innova 2.5 G4 Diesel 8-seater,2010
Mahindra Bolero Power Plus Plus AC BSIV PS,2015
Renault Triber RXZ BSIV,2019
Maruti Wagon R LXI LPG BSIV,2011
Maruti Swift VDI,2013
Maruti Vitara Brezza ZDi AMT,2018
Maruti Swift Dzire VXI 1.2,2018
Maruti Swift Dzire VXi,2012
Maruti Omni E MPI STD BS IV,2016
Hyundai Verna CRDi 1.6 SX Option,2019
Mahindra Bolero 2011-2019 EX NON AC,2013
Hyundai Creta 1.6 CRDi SX,2015
Volkswagen Jetta 2.0 TDI Comfortline,2011
Hyundai Santro Xing GLS,2010
Tata New Safari Dicor GX 4X2 BS IV,2008
Toyota Etios GD,2011
Honda Brio E MT,2012
Maruti Wagon R VXI,2006
Volkswagen Jetta 2.0L TDI Highline,2011
Mahindra XUV500 W10 2WD,2016
Ford Endeavour 4x2 XLT Limited Edition,2009
Maruti Swift Dzire LDI,2017
Maruti Wagon R VXI Optional,2015
Hyundai Elite i20 Sportz Plus BSIV,2019
Maruti Vitara Brezza ZDi Plus,2017
Hyundai Grand i10 Sportz,2016
Honda City i VTEC CVT VX,2017
Tata Zest Quadrajet 1.3 XM,2016
Hyundai EON Magna Plus,2014
Maruti Swift VXI,2018
Maruti Celerio VXI AT,2017
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Hyundai Santro GLS I - Euro I,1999
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
Honda Brio 1.2 VX MT,2014
Hyundai i10 Magna,2013
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007
Volkswagen Polo 1.2 MPI Highline,2015
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017
Audi A4 35 TDI Premium Plus,2015
Toyota Innova Crysta 2.8 GX AT BSIV,2017
Hyundai Creta 1.6 SX Option,2019
Hyundai i20 1.2 Magna Executive,2018
Hyundai Creta 1.6 CRDi SX,2016
Maruti Swift Dzire AMT ZDI Plus,2018
Hyundai Creta 1.6 CRDi SX,2017
Maruti Wagon R VXI AMT 1.2,2018
Tata Zest Quadrajet 1.3 75PS XM,2018
Maruti Swift Vdi BSIII,2010
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011
Renault Duster 85PS Diesel RxE,2015
Volkswagen Polo Diesel Highline 1.2L,2011
