name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Toyota Innova 2.5 GX (Diesel) 8 Seater,819999,110000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
Mahindra XUV500 W8 2WD,800000,60000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Ford Ecosport 1.0 Ecoboost Titanium Optional,429000,49102,Petrol,18.88 kmpl,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5
Hyundai Santro Xing GLS,150000,60000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Swift VDI BSIV,315000,120000,Diesel,,,,,
Chevrolet Beat Diesel LT,170000,90000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Honda Brio Exclusive Edition,335000,33033,Petrol,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Hyundai Grand i10 AT Asta,465000,63063,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Renault Duster 110PS Diesel RxL,360000,81000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Hyundai Xcent 1.2 CRDi SX,570000,80000,Diesel,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Renault Duster 110PS Diesel RxZ,350000,105000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Mahindra Ingenio CRDe,600000,60000,Diesel,,,,,
Maruti Ertiga BSIV VXI,700000,227000,Petrol,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Renault Duster 110PS Diesel RxZ,375000,100000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,450000,60000,CNG,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Hyundai i20 Magna 1.4 CRDi (Diesel),325000,70000,Diesel,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5
Volkswagen Vento Diesel Comfortline,260000,120000,Diesel,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Maruti Alto LXi BSIII,130000,80000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata New Safari DICOR 2.2 EX 4x2,150000,120000,Diesel,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Hyundai Santro Xing GLS,220000,40000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Hyundai i10 Magna 1.2 iTech SE,275000,53000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Maruti Swift LDI Optional,455000,60000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i20 1.2 Magna Executive,570000,30000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Volkswagen Vento Diesel Highline,330000,100000,Diesel,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Toyota Innova Crysta 2.4 VX MT BSIV,1576000,70000,Diesel,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7
Maruti Ertiga ZDI,450000,98000,Diesel,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Hyundai EON Magna Plus,250000,60000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai i10 Sportz,165000,80000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Mahindra Ssangyong Rexton RX7,800000,117000,Diesel,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7
Honda Jazz 1.2 V i VTEC,680000,8576,Petrol,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Tata Tigor 1.2 Revotron XZA,525000,19723,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Honda City 1.5 V MT Sunroof,825000,21446,Petrol,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,750000,52289,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Scorpio S4 Plus,950000,52236,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Mahindra Scorpio S4 Plus 4WD,950000,54470,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai i20 1.4 CRDi Magna,675000,25471,Diesel,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Tata Tiago XT,490000,33928,Petrol,23.84 kmpl,1199 CC,84.48 bhp,113Nm@ 3300rpm,5
Mahindra TUV 300 T4 Plus,775000,59736,Diesel,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Honda City 1.5 V MT,350000,54290,Petrol,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Honda Brio S MT,475000,2118,Petrol,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Mahindra Scorpio S4 7 Seater,950000,61379,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Honda City i-VTEC S,350000,58544,Petrol,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti Wagon R VXI,400000,74381,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti 800 DX 5 Speed,75000,35000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Ford Ecosport 1.5 DV5 MT Titanium,850000,63982,Diesel,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5
Maruti Wagon R VXI,175000,65000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 SLE,570000,74000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Renault Duster 110PS Diesel RxZ,525000,56429,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Hyundai i10 Magna 1.2 iTech SE,270000,56000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Hyundai Santro Magna,434999,19500,Petrol,20.3 kmpl,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5
Hyundai i20 Asta Option 1.2,495000,30000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 Asta Option 1.4 CRDi,575000,53000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai Xcent 1.2 VTVT S,600000,5000,Petrol,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Hyundai Verna 1.6 VTVT S Option,700000,25000,Petrol,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5
Honda City i DTec V,560000,72000,Diesel,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift VDI BSIV W ABS,565000,72000,Diesel,,,,,
Mahindra Bolero DI AC BSIII,250000,80000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Skoda Rapid 1.6 MPI Ambition Plus,409999,29000,Petrol,15.0 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Nissan Terrano XL D Option,495000,56832,Diesel,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5
Hyundai Elite i20 Petrol Asta,470000,30528,Petrol,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5
Honda Amaze S Diesel,350000,65285,Diesel,24.7 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm,5
Toyota Innova Crysta 2.4 G MT 8 STR,1560000,20102,Diesel,13.68 kmpl,2393 CC,147.51 bhp,343Nm@ 1400-2800rpm,8
Honda Jazz 1.2 S i VTEC,480000,43000,Petrol,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Etios Liva 1.4 GD,270000,52380,Diesel,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
Mahindra Bolero B2,660000,74250,Diesel,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7
Maruti Ignis 1.2 AMT Alpha BSIV,490000,57247,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Vitara Brezza ZDi Plus,800000,52000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Nissan Sunny XV,350000,47000,Petrol,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Ford Fiesta EXi 1.4 TDCi Ltd,170000,80000,Diesel,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Tata Indica Vista Aqua 1.3 Quadrajet,125000,85000,Diesel,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm ,5
Maruti Swift Dzire VDi,400000,100000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Nissan Sunny XV,250000,110000,Petrol,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Fiat Linea Emotion (Diesel),190000,178000,Diesel,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5
Maruti Alto LX,125000,120000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Jeep Compass 2.0 Limited 4X4,1950000,70000,Diesel,16.3 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Audi Q5 2.0 TDI,1300000,120000,Diesel,12.8 kmpl,1968 CC,167.6 bhp,350Nm@ 1750-2500rpm,5
Toyota Innova 2.5 G4 Diesel 8-seater,786000,155000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Wagon R VXI BS IV,335000,30000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Wagon R LXI Minor,114999,60000,Petrol,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Volkswagen Polo Diesel Comfortline 1.2L,229999,70000,Diesel,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,731000,40000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai Verna 1.6 SX,395000,120000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Swift Dzire VDI,500000,120000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai EON Era Plus,220000,50000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Ford Figo Diesel Celebration Edition,240000,100000,Diesel,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5
Hyundai i20 1.4 CRDi Asta,215000,120000,Diesel,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Swift VDI,400000,90000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Zen Estilo VXI BSIV,191000,90000,Petrol,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Xylo D4 BSIII,351000,100000,Diesel,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
Tata Nano XTA,250000,20000,Petrol,21.9 kmpl,624 CC,37.48 bhp,51Nm@ 4000rpm,4
Hyundai Verna CRDi SX ABS,210000,90000,Diesel,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Toyota Etios VX,300000,120000,Petrol,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5
Ford Figo Aspire 1.5 TDCi Trend,700000,35000,Diesel,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Hyundai Sonata CRDi M/T,500000,120000,Diesel,11.8 kmpl,1991 CC,150 bhp,32.1kgm@ 2000rpm,5
Maruti 800 AC BSIII,120000,120000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Hyundai Elite i20 Asta Option Diesel,850000,10000,Diesel,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5
Mahindra Jeep CL 500 MDI,120000,100000,Diesel,,,,,
Honda WR-V i-DTEC VX,770000,65000,Diesel,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Honda Civic 1.8 S MT,245000,90000,Petrol,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
Maruti Alto K10 2010-2014 VXI,250000,90000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i20 Active SX Diesel,651000,42323,Diesel,21.19 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5
Honda City V MT,480000,42462,Petrol,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Maruti Swift VDI BSIV,470000,54723,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz 1.5 V i DTEC,500000,30000,Diesel,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
BMW X1 sDrive20d M Sport,1075000,42545,Diesel,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,690000,32000,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire VDI Optional,589000,41232,Diesel,,,0,,
Maruti Swift Dzire VDI Optional,589000,41232,Diesel,,,0,,
Maruti Ignis 1.2 Delta BSIV,480000,20375,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift ZDI Plus,450000,43978,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Vitara Brezza VDi Option,770000,50000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Bolero B4,445000,40200,Diesel,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7
Hyundai i20 1.2 Asta Option,700000,30000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Ertiga ZDI,560000,90000,Diesel,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Ford Ecosport Sports Diesel,475000,48000,Diesel,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5
Honda Amaze E Diesel BSIV,465000,27233,Diesel,27.4 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire Tour LDI,520000,28832,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Manza Aura Safire,225000,35000,Petrol,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5
Maruti Ertiga ZXI,700000,35000,Petrol,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Maruti Vitara Brezza VDi,780000,40000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Honda City 2017-2020 GXi,93150,80000,Petrol,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Mahindra Quanto C4,403000,30000,Diesel,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai i10 Era,229999,50000,Petrol,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Maruti Swift Dzire VDI,525000,40000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ertiga VXI,560000,25000,Petrol,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Mahindra XUV500 W7,830000,120000,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Maruti Ritz VDi,250000,60000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Mahindra Bolero 2011-2019 DI - AC BS III,450000,110000,Diesel,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Mahindra Scorpio 1.99 S4,745000,67000,Diesel,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
Ford Figo Diesel Titanium,144000,50000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Zen Estilo 1.1 VXI BSIII,120000,40000,Petrol,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
Tata New Safari DICOR 2.2 EX 4x2,300000,120000,Diesel,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Maruti 800 DX,52000,100000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Mahindra Scorpio 2.6 CRDe,300000,98000,Diesel,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Mahindra Bolero DI DX 7 Seater,270000,150000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Chevrolet Sail LT ABS,260000,38000,Diesel,22.1 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5
Toyota Etios GD,475000,120000,Diesel,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
Ford Figo Diesel Titanium,302000,103000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti 800 AC,45000,60000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Vitara Brezza VDi Option,775000,80000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Ertiga VDI,700000,50000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Maruti Swift VDI BSIV,530000,90000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Nexon 1.5 Revotorq XZ Plus,869999,70000,Diesel,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Hyundai Elantra CRDi,155000,110000,Diesel,14.9 kmpl,1991 CC,112.2 bhp,"25@ 1,800-2,800(kgm@ rpm)",5
Tata Tiago 1.2 Revotron XZA,550000,30000,Petrol,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5
Maruti Swift Dzire VDI,600000,80000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VDi,430000,110000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Tata Manza Aura (ABS) Quadrajet,246000,120000,Diesel,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Maruti Zen VXi - BS III,120000,120000,Petrol,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Hyundai i20 Asta 1.2,565000,70000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai Elite i20 Asta Option Diesel,850000,60000,Diesel,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5
Maruti Alto LXi BSIII,160000,90000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Fiat Linea Classic Plus 1.3 Multijet,325000,142500,Diesel,19.5 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,450000,90000,Diesel,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai i10 Sportz 1.1L,310000,50000,Petrol,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Honda Amaze S i-Dtech,250000,90000,Diesel,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire LDI,420000,115000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i20 Sportz AT 1.4,330000,150000,Petrol,15.0 kmpl,1396 CC,98.6 bhp,136.3Nm@ 4200rpm,5
Maruti Swift VXI Optional,405000,68000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Mahindra Bolero 2011-2019 ZLX,400000,90000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Honda City V AT,409999,110000,Petrol,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,500000,70000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Mahindra XUV500 W8 4WD,590000,80000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai Santro Xing XS eRLX Euro III,80000,118000,Petrol,,,,,
Hyundai i10 Era,135000,100000,Petrol,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Maruti Wagon R LXI,70000,70000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti 800 Std BSII,45000,77000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Swift Dzire VDI,650000,35500,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Wagon R VXI Optional,400000,17500,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Alto K10 VXI,350000,27000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 1.2 CRDi Asta,550000,60000,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
Maruti Wagon R LXI Optional,350000,25000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire LDI Optional,459999,80000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Alto LXi,185000,60000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Volkswagen Polo Diesel Highline 1.2L,550000,38000,Diesel,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Maruti Wagon R Duo Lxi,300000,100000,LPG,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5
Maruti Omni E 8 Str STD,175000,60000,Petrol,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,900000,110000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Honda BR-V i-DTEC S MT,900000,92000,Diesel,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
Mahindra Bolero 2011-2019 Plus AC,550000,180000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
Maruti Baleno Zeta 1.2,625000,10000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Alto 800 VXI,310000,35000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift DDiS LDI,500000,35000,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Grand i10 CRDi Sportz,610000,23000,Diesel,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Tata Indigo CS LX (TDI) BS III,150000,150000,Diesel,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai Xcent 1.1 CRDi SX Option,480000,70000,Diesel,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Hyundai i20 1.2 Asta Option,650000,40000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 1.4 CRDi Magna,290000,100000,Diesel,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Alto 800 LXI,300000,50000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift Dzire VDi,270000,120000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Xcent 1.1 CRDi S,400000,60000,Diesel,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Maruti Alto 800 LX,280000,28000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift Dzire VXi,250000,60000,Petrol,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VDi,495000,80000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Ford Endeavour 3.2 Titanium AT 4X4,3250000,12000,Diesel,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7
Honda Amaze V Petrol BSIV,700000,4500,Petrol,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Tata Indigo eCS VX BSIV,310000,70000,Diesel,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Renault Duster 85PS Diesel RxE,650000,120000,Diesel,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5
Honda Jazz 1.2 V AT i VTEC,600000,80000,Petrol,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Tata New Safari DICOR 2.2 EX 4x2,150000,150000,Diesel,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Mahindra Renault Logan 1.4 GLX Petrol,135000,120000,Petrol,15.7 kmpl,1390 CC,75 bhp,"11@ 3,000(kgm@ rpm)",5
Maruti Swift Dzire VDI,650000,50000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda City V MT,550000,83000,Petrol,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Maruti Swift Dzire VDI,650000,20000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Toyota Fortuner 2.8 2WD AT BSIV,2900000,49000,Diesel,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7
Honda Brio 1.2 VX MT,450000,6750,Petrol,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Ciaz VXi Plus,650000,26000,Petrol,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
Hyundai Grand i10 1.2 Kappa Era,430000,52000,Petrol,17.0 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5
Hyundai Creta 1.6 CRDi AT S Plus,1143000,51000,Diesel,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Swift AMT ZXI Plus BSIV,700000,20000,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Ritz VXi,229999,18500,Petrol,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
