name,seller_type,transmission,owner
Maruti 800 Std MPFi,Individual,Manual,Fourth & Above Owner
Maruti Alto LX,Individual,Manual,Second Owner
Maruti Alto Std,Individual,Manual,Fourth & Above Owner
Hyundai Accent VIVA CRDi,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,Individual,Manual,Third Owner
Hyundai Accent CRDi,Individual,Manual,Third Owner
Maruti Ertiga VDI,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,Individual,Manual,Third Owner
Maruti Swift VXI Optional,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,Individual,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,Individual,Manual,Second Owner
Nissan Micra XV CVT,Individual,Automatic,Second Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Ford Fiesta Classic 1.6 Duratec LXI,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Toyota Fortuner 4x4 MT,Individual,Manual,Second Owner
Hyundai Santro Xing GLS LPG,Individual,Manual,Second Owner
Honda Civic 1.8 V AT,Individual,Automatic,Third Owner
Mahindra Xylo D2,Individual,Manual,First Owner
Tata Safari Storme LX,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Individual,Manual,First Owner
Mahindra Scorpio EX,Individual,Manual,First Owner
Mahindra Xylo D2 BS III,Individual,Manual,First Owner
Tata New Safari Dicor VX 4X2 BS IV,Individual,Manual,Second Owner
Tata Indigo CR4,Individual,Manual,First Owner
Mahindra XUV500 W8 AWD,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,Individual,Manual,First Owner
Tata Indigo CS LE (TDI) BS-III,Individual,Manual,Second Owner
Hyundai i10 Asta,Individual,Manual,Second Owner
Maruti Omni E 8 Str STD,Individual,Manual,Third Owner
Renault Duster 110PS Diesel RxL,Individual,Manual,Second Owner
Ford Endeavour 3.2 Titanium AT 4X4,Individual,Automatic,Second Owner
Tata Indica Vista TDI LS,Individual,Manual,First Owner
Mahindra TUV 300 T4 Plus,Individual,Manual,First Owner
Maruti 800 Std,Individual,Manual,Third Owner
Maruti Swift Dzire VXI,Individual,Manual,Second Owner
Nissan Sunny Diesel XL,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,Individual,Manual,Second Owner
Mahindra Scorpio Intelli Hybrid S6 Plus,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,Individual,Manual,First Owner
Maruti Swift VXI,Individual,Manual,First Owner
Maruti Estilo LXI,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIII,Individual,Manual,First Owner
Hyundai i10 Era,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,Third Owner
Nissan Sunny XL,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIII,Individual,Manual,Second Owner
Maruti Ritz VXi,Individual,Manual,First Owner
Hyundai EON Sportz,Individual,Manual,First Owner
Datsun RediGO T,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIII,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 ZLX,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S Option,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,Individual,Manual,First Owner
Maruti Alto LXi BSIII,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,Second Owner
Maruti Alto LX,Individual,Manual,First Owner
Toyota Etios GD,Individual,Manual,Third Owner
Maruti Esteem Vxi - BSII,Individual,Manual,Third Owner
Honda City i VTEC V,Individual,Manual,First Owner
Maruti Swift Dzire LDI,Individual,Manual,First Owner
Maruti Ertiga ZDI,Individual,Manual,First Owner
Hyundai Verna 1.4 CRDi,Individual,Manual,First Owner
Ford Figo 1.5D Base MT,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Individual,Manual,First Owner
Tata Sumo MKII Turbo 2.0 LX,Individual,Manual,Third Owner
Mahindra TUV 300 mHAWK100 T8,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT Option,Individual,Manual,Fourth & Above Owner
Toyota Corolla Altis JS MT,Individual,Manual,First Owner
Jaguar XF 2.2 Litre Luxury,Individual,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Comfortline AT,Individual,Automatic,First Owner
Honda City 1.5 GXI,Individual,Manual,Third Owner
Hyundai Santro GS zipPlus,Individual,Manual,Second Owner
Maruti Wagon R LXI,Individual,Manual,Second Owner
Honda City Corporate Edition,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,Individual,Automatic,First Owner
Maruti Celerio ZXI Optional,Individual,Manual,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,Dealer,Automatic,First Owner
Honda Civic ZX Diesel BSIV,Dealer,Manual,First Owner
BMW X1 sDrive20d M Sport,Dealer,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT 8S BSIV,Dealer,Automatic,First Owner
Hyundai Santro Asta BSIV,Dealer,Manual,First Owner
Force Gurkha Hard Top BS3 4WD,Dealer,Manual,First Owner
Maruti Celerio VXI,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi AT SX Plus,Dealer,Automatic,First Owner
Maruti Vitara Brezza ZDi,Dealer,Manual,First Owner
Ford Figo 1.5D Titanium MT,Dealer,Manual,First Owner
Mahindra Thar CRDe ABS,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,Dealer,Manual,First Owner
MG Hector Sharp DCT Dualtone,Dealer,Automatic,First Owner
Mercedes-Benz New C-Class C 220 CDI Elegance MT,Dealer,Manual,First Owner
Mahindra Marazzo M2 BSIV,Dealer,Manual,First Owner
Maruti Swift VXI Optional,Dealer,Manual,First Owner
BMW 3 Series 320d,Dealer,Automatic,First Owner
Skoda Octavia Style Plus 2.0 TDI AT,Dealer,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,Dealer,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,Dealer,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Individual,Manual,Third Owner
Mahindra Logan Diesel 1.5 DLE,Individual,Manual,Third Owner
Honda City i DTEC E,Individual,Manual,First Owner
Honda Jazz Select Edition Active,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Individual,Manual,First Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Ford Figo Diesel Titanium,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Individual,Manual,First Owner
Maruti Ertiga VDI,Individual,Manual,Third Owner
Volkswagen Polo GT TDI,Individual,Manual,Second Owner
Maruti 800 AC BSII,Individual,Manual,Third Owner
Tata Indigo CS LX (TDI) BS-III,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus AC,Individual,Manual,First Owner
Toyota Corolla Altis 1.4 DGL,Individual,Manual,First Owner
Chevrolet Sail 1.2 LS ABS,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Dealer,Manual,First Owner
Mahindra Scorpio LX,Individual,Manual,First Owner
Mahindra Xylo E8,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 S,Individual,Manual,First Owner
Nissan Sunny XV,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,Individual,Automatic,First Owner
Honda WR-V i-VTEC VX,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Individual,Manual,First Owner
Maruti Ertiga VXI,Individual,Manual,Second Owner
Tata Indigo GLS,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 VX 4x2 BS IV,Individual,Manual,Second Owner
Maruti A-Star Vxi,Individual,Manual,Third Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Individual,Manual,First Owner
Hyundai i10 Magna,Individual,Manual,Second Owner
Hyundai Santro LP zipPlus,Individual,Manual,Third Owner
Hyundai i20 Sportz 1.4 CRDi,Individual,Manual,First Owner
Maruti Ertiga 1.5 VDI,Individual,Manual,First Owner
Tata Indica V2 eLS,Individual,Manual,First Owner
Maruti Celerio ZXI,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Celerio ZDi,Individual,Manual,First Owner
Mahindra Xylo E4,Individual,Manual,First Owner
Ford Figo 1.5D Titanium MT,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,Individual,Manual,First Owner
Nissan Micra Diesel XV Premium,Individual,Manual,First Owner
Maruti Ciaz VDi Plus,Individual,Manual,Second Owner
Hyundai i20 2015-2017 Magna 1.2,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Individual,Manual,First Owner
Maruti Swift Dzire LDI,Individual,Manual,First Owner
Maruti Omni 8 Seater BSIV,Individual,Manual,First Owner
Mahindra XUV500 W8 AWD,Individual,Manual,First Owner
Hyundai Santro Xing GL CNG,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LS 9 Str BSIII,Individual,Manual,Second Owner
Maruti Zen Base,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 Plus - AC BSIII,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Individual,Manual,First Owner
Maruti Wagon R LXI,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 mHAWK100 T8 Dual Tone,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 VX,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline AT,Individual,Automatic,Second Owner
Hyundai i20 Sportz 1.4 CRDi,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,Individual,Automatic,Second Owner
Maruti Celerio VXI,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Plus,Individual,Automatic,Second Owner
Tata Manza Club Class Quadrajet90 VX,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline AT,Individual,Automatic,Second Owner
Hyundai i20 Sportz 1.4 CRDi,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,Individual,Automatic,Second Owner
Maruti Celerio VXI,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Plus,Individual,Automatic,Second Owner
Nissan Terrano XE 85 PS,Individual,Manual,First Owner
Nissan Terrano XL 85 PS,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Individual,Manual,First Owner
Maruti Alto 800 LX,Individual,Manual,First Owner
Tata Indigo LS,Individual,Manual,Third Owner
Nissan Terrano XL 110 PS,Individual,Manual,First Owner
Hyundai EON Era Plus Sports Edition,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 VX 4x2,Individual,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 9 Str,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Individual,Manual,Second Owner
Renault KWID RXT Optional,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,Individual,Manual,First Owner
Tata Sumo EX 10/7 Str BSIII,Individual,Manual,First Owner
Tata Hexa XM,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,Individual,Manual,First Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,First Owner
Mahindra Xylo D2,Individual,Manual,Second Owner
Chevrolet Optra Magnum 2.0 LT BS3,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Individual,Manual,Second Owner
Tata Manza Aura Quadrajet BS IV,Individual,Manual,First Owner
Datsun GO T BSIV,Individual,Manual,First Owner
Fiat Grande Punto EVO 1.3 Dynamic,Individual,Manual,Third Owner
Maruti Swift Dzire VXi,Individual,Manual,Fourth & Above Owner
Hyundai EON Sportz,Individual,Manual,First Owner
Maruti Swift Dzire VXI,Individual,Manual,First Owner
Mahindra Bolero XL 10 Seater Non AC,Individual,Manual,Third Owner
Hyundai Elantra CRDi SX,Individual,Manual,First Owner
Tata Sumo EX BS IV,Individual,Manual,Third Owner
Mahindra XUV500 W9 2WD,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Individual,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,Individual,Manual,Second Owner
Audi A3 35 TDI Premium Plus,Individual,Automatic,First Owner
Maruti Ritz VDi,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Hyundai Santro GS zipDrive - Euro I,Individual,Manual,Fourth & Above Owner
Maruti 800 Std BSII,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Individual,Automatic,Third Owner
Maruti Wagon R VXI Optional,Individual,Manual,First Owner
Toyota Innova 2.5 VX 7 STR,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,Second Owner
Maruti Swift Dzire LDi,Individual,Manual,Third Owner
Honda City 1.5 V Inspire,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LS,Individual,Manual,Fourth & Above Owner
Hyundai EON Magna Plus,Individual,Manual,Second Owner
Maruti Swift VDI BSIV W ABS,Individual,Manual,First Owner
Nissan Sunny Diesel XL,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,Dealer,Manual,First Owner
Maruti Ciaz Delta BSIV,Individual,Manual,Second Owner
Audi Q5 3.0 TDI Quattro,Individual,Automatic,First Owner
Hyundai i20 1.2 Asta,Individual,Manual,Second Owner
Audi Q7 3.0 TDI Quattro,Individual,Automatic,First Owner
Mahindra Scorpio S3 9 Seater BSIV,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,Individual,Manual,First Owner
Honda Accord V6 AT,Individual,Automatic,Second Owner
Audi Q7 3.0 TDI Quattro Premium Plus,Individual,Automatic,First Owner
Maruti Vitara Brezza VDi,Dealer,Manual,First Owner
Land Rover Freelander 2 TD4 HSE,Dealer,Automatic,First Owner
Honda Amaze V Petrol BSIV,Individual,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,Individual,Manual,First Owner
Daewoo Matiz SS,Individual,Manual,First Owner
Datsun GO T BSIV,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,Individual,Manual,Second Owner
Maruti Zen LXI,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Second Owner
Maruti Wagon R Stingray VXI,Individual,Manual,Second Owner
Maruti SX4 ZXI AT,Individual,Automatic,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Individual,Manual,Second Owner
Chevrolet Spark 1.0,Individual,Manual,Second Owner
Maruti Wagon R VXI Minor,Individual,Manual,Second Owner
Hyundai Xcent 1.1 CRDi SX,Individual,Manual,First Owner
Chevrolet Beat LT,Individual,Manual,First Owner
Honda City i-DTEC VX,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,Manual,Second Owner
Hyundai i20 1.2 Spotz,Individual,Manual,First Owner
Maruti Baleno Zeta 1.3,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,Individual,Manual,First Owner
Maruti Celerio X ZXI BSIV,Individual,Manual,First Owner
Datsun GO Plus T,Individual,Manual,First Owner
Tata Zest Quadrajet 1.3 XM,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Second Owner
Maruti Swift VXI 2018,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S6 Plus,Individual,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,Individual,Manual,Fourth & Above Owner
Maruti Zen LXI,Individual,Manual,Second Owner
Mahindra Xylo E8 ABS Airbag,Individual,Manual,Second Owner
Mahindra Scorpio LX,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 LX 4x2,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,Individual,Manual,Third Owner
Hyundai i10 Era 1.1,Individual,Manual,Third Owner
Honda Amaze VX i-DTEC,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Fourth & Above Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Third Owner
Maruti Alto LXi,Individual,Manual,First Owner
Honda City 1.5 S MT,Individual,Manual,Third Owner
Mahindra Bolero Power Plus SLX,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,Second Owner
Honda City E,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Individual,Manual,Second Owner
Maruti Celerio VXI,Individual,Manual,First Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,Individual,Manual,First Owner
Maruti Alto 800 VXI,Individual,Manual,Second Owner
Renault KWID RXL,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Chevrolet Aveo 1.4 LS,Individual,Manual,Second Owner
Hyundai i20 Sportz Option 1.4 CRDi,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Ambiente BSIV,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa SX Option,Individual,Manual,First Owner
Tata Aria Pure LX 4x2,Individual,Manual,Second Owner
Tata Tigor 1.05 Revotorq XM,Individual,Manual,First Owner
Mahindra Xylo D2,Individual,Manual,Second Owner
Hyundai EON Magna Plus,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Individual,Manual,First Owner
Maruti Ciaz 1.4 Alpha,Individual,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa AT SX Option,Individual,Automatic,First Owner
Hyundai Verna VTVT 1.6 SX,Individual,Manual,First Owner
Maruti Alto 800 VXI,Individual,Manual,First Owner
Maruti Ciaz VDi Plus SHVS,Individual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S Option,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Trend BSIV,Individual,Manual,Second Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Mahindra XUV300 W6 Diesel BSIV,Individual,Manual,First Owner
Maruti Wagon R VXI Plus Optional,Individual,Manual,First Owner
Hyundai i20 1.4 Magna AT,Individual,Automatic,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Individual,Manual,Second Owner
Mahindra Verito 1.5 D4 BSIV,Individual,Manual,First Owner
Tata Indigo CR4,Individual,Manual,First Owner
Maruti Dzire VXI,Individual,Manual,First Owner
