,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,manufacturer,price_group
1783,Ford Classic 1.4 Duratorq Titanium,2014,350000,113226,Diesel,Dealer,Manual,First Owner,Ford,"200,000 - 400,000"
1784,Ford Figo Diesel Celebration Edition,2013,310000,90000,Diesel,Individual,Manual,Second Owner,Ford,"200,000 - 400,000"
1785,Maruti Swift 1.3 VXi,2007,150000,70000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1786,Mahindra Scorpio M2DI,2010,420000,160500,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,"400,000 - 600,000"
1787,Maruti Ciaz AT ZXi,2015,685000,30000,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
1788,Renault Duster 4x4,2014,560000,132000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
1789,Maruti Swift VDI,2013,470000,120000,Diesel,Individual,Manual,Third Owner,Maruti,"400,000 - 600,000"
1790,Hyundai Verna Transform VTVT,2011,380000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
1791,Mahindra Scorpio 1.99 S6 Plus,2015,670000,57000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
1792,Maruti Swift Dzire LXI 1.2 BS IV,2018,550000,5000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1793,Hyundai Verna 1.6 VTVT SX,2016,749000,25000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
1794,Hyundai Creta 1.6 CRDi SX Option,2015,899000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,"800,000+"
1795,Chevrolet Optra Magnum 2.0 LS BSIII,2011,290000,88000,Diesel,Individual,Manual,Third Owner,Chevrolet,"200,000 - 400,000"
1796,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,869999,217000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
1797,Datsun GO Plus A,2015,350000,60000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
1798,Maruti Swift Dzire VXI,2017,500000,43000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1799,Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner,Skoda,"400,000 - 600,000"
1800,Renault KWID RXT,2016,260000,30000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
1801,Maruti Alto 800 LXI,2015,220000,40000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
1802,Chevrolet Enjoy TCDi LS 8 Seater,2014,190000,139000,Diesel,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
1803,Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
1804,Chevrolet Beat Diesel LT Option,2014,170000,76000,Diesel,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
1805,Hyundai Elite i20 Magna Plus BSIV,2019,650000,3500,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
1806,Maruti 800 AC BSIII,2007,60000,62000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1807,Tata New Safari 4X2,2007,300000,110000,Petrol,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
1808,Chevrolet Spark 1.0 LT,2012,125000,40000,Petrol,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
1809,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,130000,120000,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
1810,Mahindra XUV500 W6 2WD,2012,500000,1500000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1811,Maruti Alto LX,2011,170000,70000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1812,Maruti Swift Dzire LDi,2012,310000,77000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
1813,Chevrolet Spark 1.0 LT,2011,130000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
1814,Maruti Wagon R VXI Optional,2016,465000,20000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1815,Mahindra Jeep MM 540,1995,160000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,"0 - 200,000"
1816,Mercedes-Benz E-Class E270 CDI,2005,800000,120005,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,"800,000+"
1817,Maruti Alto K10 Knightracer,2012,260000,16830,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1818,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,70000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1819,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
1820,Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,80000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1821,Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
1822,Tata Indica V2 DLE BSIII,2007,200000,50000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1823,Mahindra Quanto C2,2013,450000,52000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1824,Tata Indigo V BSIII,2012,229999,50000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1825,Hyundai EON Magna Plus,2016,340000,30000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
1826,Mahindra Bolero 2011-2019 SLE BSIII,2014,550000,103000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1827,Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,Ford,"800,000+"
1828,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo,"800,000+"
1829,Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,Volkswagen,"200,000 - 400,000"
1830,Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,12000,Diesel,Individual,Automatic,First Owner,Ford,"800,000+"
1831,Tata Indigo eCS VX BSIV,2013,280000,70000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1832,Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
1833,Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1834,Toyota Fortuner 2.8 4WD AT BSIV,2018,3200000,60000,Diesel,Individual,Automatic,First Owner,Toyota,"800,000+"
1835,Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
1836,Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner,Ford,"400,000 - 600,000"
1837,Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1838,Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1839,Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
1840,Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1841,Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
1842,Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1843,Hyundai Creta 1.4 CRDi S,2018,1050000,70000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
1844,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1845,Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1846,Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
1847,Maruti Swift VXI Optional,2016,550000,20000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1848,Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
1849,Honda City i VTEC VX,2016,773000,65000,Petrol,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
1850,Tata Tiago 1.2 Revotron XZ,2017,450000,25000,Petrol,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
1851,Maruti Eeco 5 Seater AC BSIV,2019,409999,10000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1852,Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
1853,Nissan Teana XL,2014,600000,80000,Petrol,Individual,Automatic,Second Owner,Nissan,"600,000 - 800,000"
1854,Chevrolet Beat LT,2010,250000,63000,Petrol,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
1855,Tata Indica V2 DLS TC,2008,70000,100000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
1856,Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
1857,Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,Audi,"800,000+"
1858,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,"800,000+"
1859,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,"800,000+"
1860,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,Jeep,"800,000+"
1861,Toyota Yaris V BSIV,2018,1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,"800,000+"
1862,Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,"800,000+"
1863,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota,"800,000+"
1864,Maruti Ciaz 1.3 Alpha,2018,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,"800,000+"
1865,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
1866,Maruti Wagon R VXI BS IV,2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
1867,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota,"600,000 - 800,000"
1868,Honda City i VTEC V,2016,675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner,Honda,"600,000 - 800,000"
1869,Maruti Baleno Delta,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
1870,Maruti Vitara Brezza ZDi Plus,2017,850000,53619,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,"800,000+"
1871,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW,"800,000+"
1872,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW,"800,000+"
1873,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,"600,000 - 800,000"
1874,Ford Ecosport 1.5 Petrol Ambiente,2018,640000,6001,Petrol,Dealer,Manual,First Owner,Ford,"600,000 - 800,000"
1875,Tata Indigo CS LS (TDI) BS-III,2013,250000,80000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1876,Renault Duster 110PS Diesel RxZ,2018,1250000,12000,Diesel,Individual,Manual,First Owner,Renault,"800,000+"
1877,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000,25000,Petrol,Individual,Manual,First Owner,Ford,"800,000+"
1878,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner,Hyundai,"600,000 - 800,000"
1879,Maruti Swift Ldi BSIV,2010,320000,130000,Diesel,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
1880,Skoda Yeti Ambition 4WD,2011,600000,202000,Diesel,Individual,Manual,First Owner,Skoda,"600,000 - 800,000"
1881,Maruti Ciaz S 1.3,2018,1000000,40000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
1882,Maruti Zen LX,2000,110000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
1883,Honda City 2017-2020 GXi,2008,250000,120000,Petrol,Individual,Manual,Second Owner,Honda,"200,000 - 400,000"
1884,Maruti Swift Dzire VDI,2015,600000,60000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
1885,Maruti Zen Estilo LXI BS IV,2009,165000,60000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
1886,Maruti Alto LXI,2004,118000,60000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1887,Maruti Baleno Delta 1.3,2016,700000,78000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
1888,Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
1889,Maruti Alto LXi,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
1890,Maruti 800 Std MPFi,2003,65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
1891,Maruti Alto LX,2006,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1892,Maruti Alto Std,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
1893,Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
1894,Mahindra Scorpio 2.6 CRDe,2006,250000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,"200,000 - 400,000"
1895,Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
1896,Maruti Ertiga VDI,2013,599000,60000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
1897,Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner,Chevrolet,"200,000 - 400,000"
1898,Maruti Swift VXI Optional,2016,570000,90000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1899,Volkswagen Polo Diesel Highline 1.2L,2013,440000,75000,Diesel,Individual,Manual,Second Owner,Volkswagen,"400,000 - 600,000"
1900,Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000,185000,Diesel,Individual,Manual,Second Owner,Toyota,"200,000 - 400,000"
1901,Nissan Micra XV CVT,2015,300000,71717,Petrol,Individual,Automatic,Second Owner,Nissan,"200,000 - 400,000"
1902,Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,Mahindra,"400,000 - 600,000"
1903,Maruti Swift Dzire VDI,2016,660000,55000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
1904,Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,Ford,"200,000 - 400,000"
1905,Renault KWID 1.0 RXT Optional,2018,409999,35000,Petrol,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
1906,Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
1907,Hyundai Santro Xing GLS LPG,2011,250000,100000,Other,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
1908,Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,Honda,"200,000 - 400,000"
1909,Mahindra Xylo D2,2010,300000,100000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
1910,Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner,Tata,"800,000+"
1911,Maruti Zen Estilo VXI BSIV,2014,190000,60000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
1912,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
1913,Mahindra Scorpio EX,2012,450000,100000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1914,Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
1915,Tata New Safari Dicor VX 4X2 BS IV,2009,150000,90000,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
1916,Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1917,Mahindra XUV500 W8 AWD,2013,600000,177000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
1918,Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,60000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
1919,Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
1920,Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
1921,Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1922,Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
1923,Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,Ford,"800,000+"
1924,Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
1925,Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
1926,Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1927,Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
1928,Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,Nissan,"200,000 - 400,000"
1929,Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,Nissan,"600,000 - 800,000"
1930,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
1931,Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
1932,Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
1933,Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1934,Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,Maruti,"600,000 - 800,000"
1935,Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
1936,Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1937,Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
1938,Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
1939,Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,Honda,"400,000 - 600,000"
1940,Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1941,Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,Nissan,"200,000 - 400,000"
1942,Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
1943,Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1944,Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
1945,Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1946,Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
1947,Datsun RediGO T,2017,300000,25000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
1948,Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
1949,Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
1950,Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1951,Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
1952,Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1953,Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1954,Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
1955,Maruti Alto LX,2012,225000,40000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
1956,Toyota Etios GD,2011,400000,90000,Diesel,Individual,Manual,Third Owner,Toyota,"400,000 - 600,000"
1957,Maruti Esteem Vxi - BSII,2005,93000,120000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
1958,Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,Honda,"800,000+"
1959,Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
1960,Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
1961,Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
1962,Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,Ford,"400,000 - 600,000"
1963,Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
1964,Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
1965,Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,Third Owner,Tata,"0 - 200,000"
1966,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
1967,Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,"0 - 200,000"
1968,Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,Toyota,"800,000+"
1969,Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,Jaguar,"800,000+"
1970,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,Volkswagen,"600,000 - 800,000"
